id,languages,classifier,clfType,fileType
69674683,"['javascript', 'html', 'python']",JavaScript*_JS-CSS-HTML*,IMI_EBD,"['.ts', '.js', '.html', '.html', '.js', '.css']"
31871464,"['c++', 'shell', 'c']",C-C++_Shell*,FFI_IMI,"['.c', '.cpp', '.sh', '.bsh', '.zsh']"
12464962,"['javascript', 'css', 'html']",JS-CSS-HTML*,EBD,"['.html', '.js', '.css']"
14812903,"['objective-c', 'c', 'ruby']",HIT*,HIT,['*']
35507603,"['java', 'shell']",Shell*,IMI,"['.sh', '.bsh', '.zsh']"
869754,"['java', 'go', 'html', 'shell']",C-Go_Java*_Go*_Shell*,FFI_IMI,"['.go', '.sh', '.bsh', '.zsh', '.java', '.go']"
30825037,"['objective-c', 'ruby']",HIT*,HIT,['*']
456237,"['javascript', 'html', 'css', 'shell']",JavaScript*_JS-CSS-HTML*_Shell*,IMI_EBD,"['.sh', '.bsh', '.zsh', '.ts', '.js', '.html', '.html', '.js', '.css']"
3932983,"['css', 'javascript']",JS-CSS-HTML*,EBD,"['.html', '.js', '.css']"
3269452,"['objective-c', 'shell', 'ruby', 'c']",Shell*,IMI,"['.sh', '.bsh', '.zsh']"
27860738,"['c', 'c++', 'ruby', 'shell']",C-C++_Shell*,FFI_IMI,"['.c', '.cpp', '.sh', '.bsh', '.zsh']"
2721761,"['javascript', 'html']",JS-CSS-HTML*,EBD,"['.html', '.js', '.css']"
2242214,"['javascript', 'html', 'css']",JavaScript*_JS-CSS-HTML*,IMI_EBD,"['.ts', '.js', '.html', '.html', '.js', '.css']"
21748166,"['css', 'javascript', 'html']",JS-CSS-HTML*,EBD,"['.html', '.js', '.css']"
36661850,"['html', 'css', 'ruby', 'shell', 'javascript']",Shell*,IMI,"['.sh', '.bsh', '.zsh']"
22932849,"['javascript', 'html']",JS-CSS-HTML*,EBD,"['.html', '.js', '.css']"
6491715,"['html', 'css', 'javascript', 'python', 'shell']",JavaScript*_JS-CSS-HTML*_Shell*,IMI_EBD,"['.ts', '.js', '.html', '.sh', '.bsh', '.zsh', '.html', '.js', '.css']"
45703901,"['javascript', 'html', 'css']",JavaScript*_JS-CSS-HTML*,IMI_EBD,"['.ts', '.js', '.html', '.html', '.js', '.css']"
33705347,"['javascript', 'css', 'html', 'shell']",JavaScript*_JS-CSS-HTML*_Shell*,IMI_EBD,"['.ts', '.js', '.html', '.sh', '.bsh', '.zsh', '.html', '.js', '.css']"
9775802,"['javascript', 'html', 'css']",JavaScript*_JS-CSS-HTML*,IMI_EBD,"['.ts', '.js', '.html', '.html', '.js', '.css']"
1066222,"['shell', 'ruby', 'html', 'python', 'java']",Ruby*_Shell*,IMI,"['.rb', '.sh', '.bsh', '.zsh']"
1121880,"['javascript', 'css']",JavaScript*,IMI,"['.ts', '.js', '.html']"
17996971,"['python', 'javascript', 'ruby', 'html', 'shell', 'css']",Python*_JavaScript*_Shell*,IMI,"['.sh', '.bsh', '.zsh', '.py', '.ts', '.js', '.html']"
379530,"['html', 'javascript', 'ruby', 'css']",JavaScript*_JS-CSS-HTML*,IMI_EBD,"['.ts', '.js', '.html', '.html', '.js', '.css']"
41545519,"['shell', 'javascript', 'css', 'html']",JavaScript*_JS-CSS-HTML*_Shell*,IMI_EBD,"['.sh', '.bsh', '.zsh', '.ts', '.js', '.html', '.html', '.js', '.css']"
7764245,"['javascript', 'css', 'html']",JavaScript*_JS-CSS-HTML*,IMI_EBD,"['.ts', '.js', '.html', '.html', '.js', '.css']"
184311,"['objective-c', 'html', 'css', 'c', 'c++', 'ruby', 'javascript', 'shell']",C-C++_JS-CSS-HTML*_Shell*,FFI_IMI_EBD,"['.c', '.cpp', '.sh', '.bsh', '.zsh', '.html', '.js', '.css']"
74494679,"['html', 'css', 'javascript']",JS-CSS-HTML*,EBD,"['.html', '.js', '.css']"
3346928,"['javascript', 'css', 'html']",JavaScript*_JS-CSS-HTML*,IMI_EBD,"['.ts', '.js', '.html', '.html', '.js', '.css']"
23260742,"['javascript', 'html']",JS-CSS-HTML*,EBD,"['.html', '.js', '.css']"
58905085,"['javascript', 'html']",JS-CSS-HTML*,EBD,"['.html', '.js', '.css']"
250144,"['css', 'html', 'javascript']",JavaScript*_JS-CSS-HTML*,IMI_EBD,"['.ts', '.js', '.html', '.html', '.js', '.css']"
24953080,"['java', 'objective-c', 'html']",HIT*,HIT,['*']
33683694,"['javascript', 'css', 'python', 'html', 'shell']",JavaScript*_JS-CSS-HTML*_Shell*,IMI_EBD,"['.sh', '.bsh', '.zsh', '.ts', '.js', '.html', '.html', '.js', '.css']"
15401421,"['objective-c', 'ruby']",HIT*,HIT,['*']
12554530,"['java', 'python', 'javascript', 'css', 'shell']",Shell*_Java*_Python*_Java-C_JavaScript*,FFI_IMI,"['.java', '.c', '.sh', '.bsh', '.zsh', '.java', '.py', '.ts', '.js', '.html']"
33155818,"['objective-c', 'html', 'c++', 'c', 'javascript', 'python', 'css', 'shell']",C++-Objective-C_C-C++_JavaScript*_Shell*,FFI_IMI,"['.c', '.cpp', '.mm', '.sh', '.bsh', '.zsh', '.ts', '.js', '.html']"
64065987,"['html', 'css']",JS-CSS-HTML*,EBD,"['.html', '.js', '.css']"
14386080,"['objective-c', 'ruby']",HIT*,HIT,['*']
49973176,"['javascript', 'html']",JS-CSS-HTML*,EBD,"['.html', '.js', '.css']"
1625491,"['c++', 'objective-c', 'shell', 'c', 'ruby']",C-C++_Ruby*_Shell*,FFI_IMI,"['.c', '.cpp', '.sh', '.bsh', '.zsh', '.rb']"
6109274,"['javascript', 'css', 'html']",JS-CSS-HTML*,EBD,"['.html', '.js', '.css']"
20849184,"['objective-c', 'ruby']",HIT*,HIT,['*']
20451520,"['python', 'html']",HIT*,HIT,['*']
64289545,"['c++', 'c', 'java', 'shell', 'objective-c', 'php', 'python', 'html', 'javascript']",Python*_C-C++_Java-C_Shell*,FFI_IMI,"['.c', '.cpp', '.java', '.c', '.sh', '.bsh', '.zsh', '.py']"
17528018,"['javascript', 'css', 'html']",JavaScript*_JS-CSS-HTML*,IMI_EBD,"['.ts', '.js', '.html', '.html', '.js', '.css']"
12827225,"['objective-c', 'ruby']",HIT*,HIT,['*']
68475958,"['javascript', 'html', 'shell']",JavaScript*_Shell*,IMI,"['.ts', '.js', '.html', '.sh', '.bsh', '.zsh']"
87123146,"['javascript', 'typescript']",JS-CSS-HTML*,EBD,"['.html', '.js', '.css']"
39473685,"['go', 'shell']",Shell*,IMI,"['.sh', '.bsh', '.zsh']"
21156908,"['c', 'c++', 'objective-c', 'shell', 'python']",C-Python_C++-Objective-C_C-C++_Java-C,FFI,"['.c', '.cpp', '.java', '.c', '.mm', '.c', '.py']"
28438,"['ruby', 'javascript']",JavaScript*_Ruby*,IMI,"['.ts', '.js', '.html', '.rb']"
2377206,"['javascript', 'html', 'css']",JavaScript*_JS-CSS-HTML*,IMI_EBD,"['.ts', '.js', '.html', '.html', '.js', '.css']"
69534574,"['python', 'html', 'shell']",Shell*,IMI,"['.sh', '.bsh', '.zsh']"
2207789,"['python', 'shell']",Python*_Shell*,IMI,"['.py', '.sh', '.bsh', '.zsh']"
38046095,"['css', 'shell']",Shell*,IMI,"['.sh', '.bsh', '.zsh']"
86265277,"['javascript', 'css', 'html']",JS-CSS-HTML*,EBD,"['.html', '.js', '.css']"
30492865,"['objective-c', 'ruby', 'css']",HIT*,HIT,['*']
35872445,"['objective-c', 'php', 'ruby']",HIT*,HIT,['*']
5169475,"['javascript', 'html', 'css']",JS-CSS-HTML*,EBD,"['.html', '.js', '.css']"
4967590,"['javascript', 'html', 'css']",JS-CSS-HTML*,EBD,"['.html', '.js', '.css']"
443222,"['css', 'html']",JS-CSS-HTML*,EBD,"['.html', '.js', '.css']"
105665728,"['javascript', 'css', 'html', 'python']",JavaScript*_JS-CSS-HTML*,IMI_EBD,"['.ts', '.js', '.html', '.html', '.js', '.css']"
19057802,"['javascript', 'css', 'html']",JavaScript*_JS-CSS-HTML*,IMI_EBD,"['.ts', '.js', '.html', '.html', '.js', '.css']"
3100494,"['javascript', 'css']",JavaScript*,IMI,"['.ts', '.js', '.html']"
61801819,"['javascript', 'html', 'css']",JavaScript*_JS-CSS-HTML*,IMI_EBD,"['.ts', '.js', '.html', '.html', '.js', '.css']"
19346768,"['html', 'css']",JS-CSS-HTML*,EBD,"['.html', '.js', '.css']"
1459821,"['javascript', 'shell']",JavaScript*_Shell*,IMI,"['.sh', '.bsh', '.zsh', '.ts', '.js', '.html']"
98942693,"['go', 'objective-c', 'java', 'c', 'c++']",C++-Objective-C_C-C++_Java-C_C-Go,FFI,"['.c', '.cpp', '.java', '.c', '.go', '.mm']"
41835935,"['javascript', 'html']",JS-CSS-HTML*,EBD,"['.html', '.js', '.css']"
1545869,"['javascript', 'html']",JavaScript*,IMI,"['.ts', '.js', '.html']"
33761854,"['python', 'shell']",Python*_Shell*,IMI,"['.sh', '.bsh', '.zsh', '.py']"
25205606,"['css', 'javascript', 'html']",JS-CSS-HTML*,EBD,"['.html', '.js', '.css']"
2906456,"['javascript', 'css', 'html']",JS-CSS-HTML*,EBD,"['.html', '.js', '.css']"
15568174,"['go', 'html']",HIT*,HIT,['*']
5546286,"['html', 'css', 'javascript']",JS-CSS-HTML*,EBD,"['.html', '.js', '.css']"
21311893,"['javascript', 'html']",JS-CSS-HTML*,EBD,"['.html', '.js', '.css']"
49193239,"['objective-c', 'java', 'c', 'c++', 'shell', 'ruby']",C-C++_Java-C_Java*_Shell*,FFI_IMI,"['.c', '.cpp', '.java', '.c', '.sh', '.bsh', '.zsh', '.java']"
37791069,"['java', 'objective-c', 'c', 'html', 'python', 'shell', 'ruby', 'javascript']",C++-Objective-C_Shell*_Java*_Java-C_JavaScript*,FFI_IMI,"['.java', '.c', '.mm', '.ts', '.js', '.html', '.sh', '.bsh', '.zsh', '.java']"
21339768,"['javascript', 'go', 'php', 'ruby', 'python', 'html', 'css']",JS-CSS-HTML*,EBD,"['.html', '.js', '.css']"
77296348,"['typescript', 'html', 'css', 'javascript', 'shell']",JavaScript*_JS-CSS-HTML*_Shell*,IMI_EBD,"['.ts', '.js', '.html', '.sh', '.bsh', '.zsh', '.html', '.js', '.css']"
15805577,"['ruby', 'html', 'javascript', 'css']",JS-CSS-HTML*_JavaScript*_Ruby*,IMI_EBD,"['.ts', '.js', '.html', '.rb', '.html', '.js', '.css']"
62973876,"['python', 'shell', 'html']",HIT*,HIT,['*']
3586487,"['javascript', 'css', 'html']",JavaScript*_JS-CSS-HTML*,IMI_EBD,"['.ts', '.js', '.html', '.html', '.js', '.css']"
31501586,"['javascript', 'html', 'css']",JavaScript*_JS-CSS-HTML*,IMI_EBD,"['.ts', '.js', '.html', '.html', '.js', '.css']"
547820,"['javascript', 'css', 'html']",JavaScript*_JS-CSS-HTML*,IMI_EBD,"['.ts', '.js', '.html', '.html', '.js', '.css']"
18042286,"['css', 'html', 'javascript']",JS-CSS-HTML*,EBD,"['.html', '.js', '.css']"
34827714,"['objective-c', 'c', 'ruby']",HIT*,HIT,['*']
46648544,"['java', 'shell']",HIT*,HIT,['*']
59920662,"['javascript', 'css', 'html']",JavaScript*_JS-CSS-HTML*,IMI_EBD,"['.ts', '.js', '.html', '.html', '.js', '.css']"
12845894,"['javascript', 'css']",JavaScript*,IMI,"['.ts', '.js', '.html']"
5299931,"['shell', 'javascript', 'html']",JS-CSS-HTML*_Shell*,IMI_EBD,"['.sh', '.bsh', '.zsh', '.html', '.js', '.css']"
45365298,"['typescript', 'javascript', 'shell']",JS-CSS-HTML*_Shell*,IMI_EBD,"['.sh', '.bsh', '.zsh', '.html', '.js', '.css']"
61623700,"['java', 'shell']",Shell*_Java*,IMI,"['.java', '.sh', '.bsh', '.zsh']"
2471557,"['python', 'javascript']",HIT*,HIT,['*']
23776930,"['javascript', 'css', 'html', 'php']",JavaScript*_JS-CSS-HTML*,IMI_EBD,"['.ts', '.js', '.html', '.html', '.js', '.css']"
45485565,"['javascript', 'css']",JS-CSS-HTML*,EBD,"['.html', '.js', '.css']"
91865410,"['html', 'css', 'javascript', 'python', 'shell']",JavaScript*_JS-CSS-HTML*_Shell*,IMI_EBD,"['.sh', '.bsh', '.zsh', '.ts', '.js', '.html', '.html', '.js', '.css']"
7275915,"['objective-c', 'shell', 'ruby']",Shell*,IMI,"['.sh', '.bsh', '.zsh']"
23029895,"['objective-c', 'ruby']",C++-Objective-C,FFI,['.mm']
15324383,"['javascript', 'html', 'css']",JavaScript*_JS-CSS-HTML*,IMI_EBD,"['.ts', '.js', '.html', '.html', '.js', '.css']"
34597195,"['javascript', 'css', 'html']",JavaScript*_JS-CSS-HTML*,IMI_EBD,"['.ts', '.js', '.html', '.html', '.js', '.css']"
17341429,"['javascript', 'html', 'css']",JavaScript*_JS-CSS-HTML*,IMI_EBD,"['.ts', '.js', '.html', '.html', '.js', '.css']"
24688259,"['objective-c', 'ruby']",HIT*,HIT,['*']
65428555,"['shell', 'html', 'objective-c', 'ruby']",Shell*,IMI,"['.sh', '.bsh', '.zsh']"
2828194,"['java', 'shell', 'c', 'c++']",Shell*_C-C++_Java-C_Java*,FFI_IMI,"['.c', '.cpp', '.java', '.c', '.java', '.sh', '.bsh', '.zsh']"
2622727,"['java', 'html', 'css', 'javascript']",JS-CSS-HTML*_Java*,IMI_EBD,"['.java', '.html', '.js', '.css']"
8523763,"['objective-c', 'ruby']",HIT*,HIT,['*']
5872657,"['java', 'shell']",HIT*,HIT,['*']
9311021,"['javascript', 'html']",JavaScript*,IMI,"['.ts', '.js', '.html']"
48759915,"['javascript', 'css', 'html']",JS-CSS-HTML*,EBD,"['.html', '.js', '.css']"
35597922,"['javascript', 'html', 'css', 'shell']",JavaScript*_JS-CSS-HTML*_Shell*,IMI_EBD,"['.ts', '.js', '.html', '.sh', '.bsh', '.zsh', '.html', '.js', '.css']"
86167728,"['python', 'c++', 'c', 'shell']",C-Python_C-C++_Python*_Shell*,FFI_IMI,"['.c', '.cpp', '.c', '.py', '.sh', '.bsh', '.zsh', '.py']"
7076763,"['javascript', 'shell']",Shell*,IMI,"['.sh', '.bsh', '.zsh']"
70541093,"['c++', 'shell']",Shell*,IMI,"['.sh', '.bsh', '.zsh']"
8512283,"['ruby', 'shell']",HIT*,HIT,['*']
14600688,"['javascript', 'html', 'css', 'shell']",JavaScript*_JS-CSS-HTML*_Shell*,IMI_EBD,"['.sh', '.bsh', '.zsh', '.ts', '.js', '.html', '.html', '.js', '.css']"
84165522,"['javascript', 'html', 'shell']",JavaScript*_Shell*,IMI,"['.sh', '.bsh', '.zsh', '.ts', '.js', '.html']"
21567832,"['python', 'javascript', 'html', 'shell']",Python*_JavaScript*_Shell*,IMI,"['.py', '.ts', '.js', '.html', '.sh', '.bsh', '.zsh']"
57112772,"['javascript', 'objective-c', 'python', 'java']",HIT*,HIT,['*']
4368712,"['java', 'shell', 'ruby', 'html']",HIT*,HIT,['*']
10992987,"['html', 'javascript', 'css', 'python', 'shell']",JavaScript*_JS-CSS-HTML*_Shell*,IMI_EBD,"['.sh', '.bsh', '.zsh', '.ts', '.js', '.html', '.html', '.js', '.css']"
1282929,"['javascript', 'html']",JavaScript*,IMI,"['.ts', '.js', '.html']"
7136348,"['javascript', 'html', 'java', 'css', 'shell', 'python']",JavaScript*_JS-CSS-HTML*_Shell*,IMI_EBD,"['.sh', '.bsh', '.zsh', '.ts', '.js', '.html', '.html', '.js', '.css']"
33627494,"['objective-c', 'python', 'javascript', 'html', 'c++', 'shell', 'c']",C++-Objective-C_C-C++_Shell*,FFI_IMI,"['.c', '.cpp', '.mm', '.sh', '.bsh', '.zsh']"
14993750,"['html', 'css', 'ruby', 'go', 'javascript']",JS-CSS-HTML*,EBD,"['.html', '.js', '.css']"
5345965,"['javascript', 'css', 'html']",JS-CSS-HTML*,EBD,"['.html', '.js', '.css']"
560347,"['html', 'javascript', 'php', 'css']",JS-CSS-HTML*,EBD,"['.html', '.js', '.css']"
1052675,"['javascript', 'html', 'css', 'shell']",JavaScript*_JS-CSS-HTML*_Shell*,IMI_EBD,"['.sh', '.bsh', '.zsh', '.ts', '.js', '.html', '.html', '.js', '.css']"
122236970,"['css', 'go', 'javascript']",JS-CSS-HTML*,EBD,"['.html', '.js', '.css']"
1557647,"['javascript', 'html']",JavaScript*,IMI,"['.ts', '.js', '.html']"
13175334,"['javascript', 'typescript', 'html', 'css', 'shell']",JavaScript*_JS-CSS-HTML*_Shell*,IMI_EBD,"['.sh', '.bsh', '.zsh', '.ts', '.js', '.html', '.html', '.js', '.css']"
5279985,"['python', 'html']",HIT*,HIT,['*']
64970925,"['python', 'javascript', 'css', 'html', 'shell']",Python*_JavaScript*_Shell*,IMI,"['.sh', '.bsh', '.zsh', '.py', '.ts', '.js', '.html']"
78433294,"['go', 'css', 'javascript', 'shell', 'html']",JavaScript*_JS-CSS-HTML*,IMI_EBD,"['.ts', '.js', '.html', '.html', '.js', '.css']"
11617231,"['c++', 'python', 'javascript', 'objective-c', 'shell', 'c']",C++-JavaScript_C++-Objective-C_C-C++_Shell*,FFI_IMI,"['.c', '.cpp', '.mm', '.cpp', '.cc', '.sh', '.bsh', '.zsh']"
31057802,"['javascript', 'html', 'css']",JavaScript*_JS-CSS-HTML*,IMI_EBD,"['.ts', '.js', '.html', '.html', '.js', '.css']"
12796207,"['java', 'shell']",Shell*,IMI,"['.sh', '.bsh', '.zsh']"
110989998,"['typescript', 'c++', 'css', 'javascript', 'html', 'python', 'c']",JavaScript*_C-C++_JS-CSS-HTML*,FFI_IMI_EBD,"['.c', '.cpp', '.ts', '.js', '.html', '.html', '.js', '.css']"
56851083,"['java', 'html']",HIT*,HIT,['*']
8962069,"['javascript', 'html', 'css', 'shell']",JS-CSS-HTML*_Shell*,IMI_EBD,"['.sh', '.bsh', '.zsh', '.html', '.js', '.css']"
37374972,"['go', 'javascript', 'html', 'css']",JavaScript*_C-Go_Go*,FFI_IMI,"['.go', '.ts', '.js', '.html', '.go']"
2822459,"['python', 'html', 'javascript', 'css']",JS-CSS-HTML*,EBD,"['.html', '.js', '.css']"
37393283,"['go', 'shell']",Shell*,IMI,"['.sh', '.bsh', '.zsh']"
118996,"['objective-c', 'html', 'ruby']",HIT*,HIT,['*']
58351876,"['java', 'javascript']",HIT*,HIT,['*']
2925780,"['javascript', 'css', 'html']",JavaScript*_JS-CSS-HTML*,IMI_EBD,"['.ts', '.js', '.html', '.html', '.js', '.css']"
6180186,"['html', 'javascript', 'ruby']",JavaScript*_JS-CSS-HTML*,IMI_EBD,"['.ts', '.js', '.html', '.html', '.js', '.css']"
22031986,"['javascript', 'html']",JS-CSS-HTML*,EBD,"['.html', '.js', '.css']"
10193700,"['javascript', 'html']",JavaScript*,IMI,"['.ts', '.js', '.html']"
